4	74
3.50000000000000	0
3	9
5	8
3	16
3	33
2.50000000000000	11
4.50000000000000	24
4	15
3.50000000000000	81
3.50000000000000	38
3.50000000000000	4
1.50000000000000	7
2.50000000000000	16
3.50000000000000	17
2.50000000000000	4
3.50000000000000	0
4	14
2.50000000000000	25
2.50000000000000	24
3.50000000000000	13
5	0
2	26
3.50000000000000	87
3.50000000000000	32
5	0
3.50000000000000	48
3.50000000000000	231
3.50000000000000	62
4	267
4.50000000000000	21
3.50000000000000	122
4	17
3.50000000000000	60
2.50000000000000	87
3.50000000000000	119
3	0
3	37
4	10
4.50000000000000	3
4	0
3.50000000000000	0
5	47
4	279
4.50000000000000	15
4	23
2.50000000000000	0
3.50000000000000	38
3.50000000000000	104
3.50000000000000	193
2.50000000000000	25
3.50000000000000	16
4	0
4.50000000000000	30
4.50000000000000	17
4	56
3	9
4	4
4	55
5	0
2.50000000000000	0
1	0
4.50000000000000	3
5	4
4.50000000000000	0
4	128
5	0
4.50000000000000	21
5	3
4	15
4.50000000000000	0
4.50000000000000	9
5	0
4	16
4.50000000000000	273
3	27
4	15
5	3
4	7
4	3
5	4
4	27
5	0
