22	3
6	4
3	0
5	0
47	84
119	140
9	0
20	35
21	30
14	36
12	20
29	223
7	18
9	74
6	0
53	38
25	24
11	91
16	62
14	0
32	55
152	165
9	0
8	0
36	0
20	23
14	41
57	146
3	0
64	39
4	0
8	19
8	6
12	19
14	35
6	49
12	22
100	249
6	0
9	0
8	0
3	0
4	0
4	0
10	11
7	0
52	28
3	0
6	0
45	45
13	7
3	0
11	0
5	5
4	0
7	0
19	55
7	3
51	105
3	0
14	21
4	0
5	0
6	27
4	0
6	0
3	0
15	0
15	34
66	86
28	25
44	17
16	0
7	0
10	0
5	4
3	0
3	0
3	0
8	0
3	0
6	0
18	0
4	0
10	4
13	5
39	11
5	0
3	0
16	8
5	0
3	0
8	0
12	5
26	7
19	5
5	0
27	10
3	0
13	9
