4.50000000000000	3
3.50000000000000	4
2	0
5	0
3	84
4.50000000000000	140
5	0
2.50000000000000	35
2	30
2.50000000000000	36
2	20
2.50000000000000	223
4.50000000000000	18
3	74
4.50000000000000	0
3.50000000000000	38
3.50000000000000	24
4	91
3.50000000000000	62
4	0
3.50000000000000	55
3.50000000000000	165
3	0
3.50000000000000	0
5	0
4	23
4	41
2	146
5	0
3	39
3.50000000000000	0
2.50000000000000	19
4	6
4	19
4	35
3.50000000000000	49
4.50000000000000	22
2.50000000000000	249
5	0
2.50000000000000	0
4.50000000000000	0
4.50000000000000	0
3	0
4	0
3.50000000000000	11
5	0
4.50000000000000	28
5	0
4.50000000000000	0
3.50000000000000	45
4	7
5	0
2.50000000000000	0
5	5
4	0
5	0
4	55
3	3
4	105
5	0
4	21
4.50000000000000	0
5	0
4.50000000000000	27
2	0
3.50000000000000	0
1	0
4.50000000000000	0
2.50000000000000	34
4.50000000000000	86
2.50000000000000	25
2	17
5	0
1.50000000000000	0
4.50000000000000	0
3.50000000000000	4
5	0
4	0
5	0
5	0
2.50000000000000	0
3	0
5	0
5	0
4.50000000000000	4
3.50000000000000	5
2.50000000000000	11
2	0
2	0
2	8
4	0
5	0
2	0
5	5
3.50000000000000	7
3	5
4	0
4.50000000000000	10
3.50000000000000	0
3.50000000000000	9
