4	0
20	38
11	10
8	37
17	86
6	4
38	15
8	0
52	12
3	10
12	0
5	3
3	0
200	972
4	0
3	0
10	19
26	56
10	0
20	78
41	599
3	0
12	43
3	0
6	0
17	282
3	5
22	0
8	0
6	0
3	4
30	18
22	38
17	26
35	60
3	0
4	0
5	0
13	10
26	16
8	13
10	82
7	17
4	8
428	1087
206	1038
2142	11597
7	0
17	28
57	35
6	0
33	13
68	131
13	0
8	0
21	99
8	9
4	3
3	29
8	42
3	0
36	197
5	0
6	62
3	0
4	7
87	249
52	357
14	9
3	12
4	0
11	7
21	16
3	5
8	9
4	0
14	36
22	0
5	0
28	253
6	0
4	0
68	217
3	4
47	1041
100	373
202	477
3	15
7	17
12	9
3	0
763	4052
56	32
8	6
29	50
3	0
533	3537
78	94
3	10
14	37
16	20
4	0
8	22
6	12
15	107
6	34
8	25
26	27
11	5
4	20
4	0
99	1194
3	20
36	45
8	14
3	12
15	29
6	28
151	357
19	9
4	16
6	5
8	0
19	31
7	0
6	9
4	10
5	33
12	3
20	11
33	14
7	0
4	3
3	0
3	0
23	35
29	107
4	8
8	5
3	12
37	65
7	8
55	9
7	0
45	76
3	0
33	101
6	0
5	20
17	33
3	9
59	0
12	15
60	105
27	58
12	40
25	43
64	266
363	2734
31	120
7	8
5	39
6	0
3	0
3	31
14	11
5	0
6	0
3	0
20	63
106	92
5	0
113	113
7	16
4	0
29	8
33	146
4	0
78	198
4	7
130	137
14	15
3	0
54	171
207	2251
4	0
26	21
74	35
263	682
22	119
28	71
526	2556
1305	5105
13	8
5	0
14	14
11	35
13	52
24	36
3	3
7	7
8	10
43	59
10	11
17	80
19	119
108	357
17	0
17	81
85	396
14	0
415	653
77	463
6	6
14	76
3	0
4	0
4	5
4	0
33	34
15	17
4	22
6	0
85	975
233	820
3	0
4	0
55	129
4	0
3	0
5	0
487	630
3	0
39	0
18	123
6	0
21	0
703	2272
5	0
31	141
18	5
3	29
26	96
447	80
15	10
7	0
4	3
3	0
46	14
149	697
108	323
18	0
22	0
12	0
271	665
4	0
14	9
18	6
3	0
6	0
4	0
24	22
12	16
5	0
4	0
6	0
5	0
5	0
6	0
34	190
417	104
4	10
3	0
49	28
3	0
12	78
19	29
12	5
3	3
9	9
5	4
14	19
30	13
5	0
13	6
21	194
110	155
4	4
178	444
45	77
35	293
8	7
9	9
8	24
7	0
3	0
8	8
22	19
3	0
6	12
10	54
46	113
3	0
18	0
3	0
9	19
5	0
12	122
4	0
10	12
6	19
6	37
3	0
13	15
4	22
6	0
6	0
47	101
3	0
638	2202
41	20
6	5
6	0
19	29
9	254
9	25
52	23
4	5
19	28
7	4
70	51
12	31
22	5
317	2253
602	1192
22	26
4	4
10	7
46	66
10	13
8	0
48	173
9	15
10	21
10	13
3	0
115	48
12	0
11	21
7	0
6	0
33	17
5	0
4	0
14	14
5	26
7	3
298	942
9	0
18	16
3	0
19	42
47	49
31	47
33	146
9	8
9	17
26	10
333	1156
8	10
12	0
5	7
5	10
28	139
15	83
3	0
29	32
13	107
14	55
5	0
3	6
22	26
5	0
11	17
10	0
4	52
9	21
54	353
12	19
12	3
121	459
33	37
15	24
13	16
129	172
8	25
13	3
388	1487
12	18
6	43
79	256
611	5006
24	4
9	7
110	93
9	40
4	11
3	0
10	66
23	113
8	40
5	9
12	51
5	0
16	33
3	37
3	0
148	136
3	0
3	0
10	0
6	0
3	0
5	23
24	62
7	23
16	0
11	70
8	0
5	52
7	12
6	18
170	706
11	91
3	0
15	15
42	218
132	213
13	0
20	20
20	17
4	3
3	0
24	10
138	174
271	553
18	66
21	39
5	11
22	26
6	0
18	29
3	0
5	3
44	195
17	38
5	0
585	2051
5	0
5	8
50	428
3	0
4	11
9	9
6	5
150	294
265	541
7	29
6	5
6	0
141	752
9	5
5	22
336	447
9	13
33	111
4	0
61	164
192	510
9	63
23	18
12	81
3	0
4	8
3	0
21	17
31	65
13	47
68	110
3	0
5	13
15	0
4	0
5	44
8	5
5	60
11	91
5	4
4	0
13	9
14	0
4	0
25	379
4	43
4	7
3	3
3	0
12	92
17	187
4	0
43	161
18	30
4	0
10	46
91	244
4	6
11	0
10	27
6	6
3	0
32	55
3	0
10	15
3	0
3	0
6	15
3	0
9	34
22	11
47	129
17	209
5	55
12	13
13	4
3	6
7	111
220	559
24	75
5	0
3	0
9	19
8	26
38	85
6	73
41	0
18	240
23	16
3	0
41	326
3	166
17	30
8	9
8	4
33	28
3	0
8	6
4	0
44	40
592	1883
11	3
6	0
9	16
75	147
7	5
15	0
5	4
22	189
21	54
25	7
10	30
18	91
26	193
5	34
15	44
29	6
4	25
4	0
6	24
37	139
35	14
151	118
9	120
54	41
3	0
19	26
130	249
32	10
15	0
6	0
5	14
3	121
28	42
28	62
22	125
6	9
19	11
3	0
14	12
6	6
6	19
117	346
3	0
3	6
52	1219
206	853
3	0
6	29
28	175
11	14
3	10
3	6
4	34
9	72
4	10
4	6
32	218
63	997
7	6
18	7
26	6
3	4
12	8
3	16
5	22
6	20
6	37
50	638
3	0
3	7
7	48
23	7
30	66
253	106
6	29
5	22
12	127
4	17
9	32
5	0
11	53
9	4
5	4
3	12
12	33
5	15
5	0
5	7
3	0
4	36
165	169
3	0
6	4
5	8
3	0
10	54
7	44
27	336
3	7
5	42
3	11
8	24
11	88
18	58
5	0
9	9
8	18
8	198
8	4
4	25
6	8
3	0
3	3
16	116
5	0
3	0
4	0
3	0
7	6
4	20
3	0
7	30
10	20
4	13
46	29
21	11
6	5
6	42
21	110
3	0
12	35
12	13
3	0
11	52
77	200
3	0
4	0
23	92
5	0
7	28
17	24
6	17
9	50
6	21
4	0
3	0
8	21
9	25
6	7
47	932
10	16
7	0
27	94
24	371
7	0
17	93
12	61
52	148
3	0
10	10
6	4
4	32
15	95
3	0
44	46
15	21
115	712
9	6
3	16
4	7
6	17
5	30
14	124
22	13
217	640
13	7
7	6
4	0
3	0
45	15
4	15
4	23
36	20
7	7
48	598
13	8
110	460
33	155
5	19
3	0
79	207
87	527
3	0
4	16
6	0
63	78
50	382
32	27
8	32
27	113
17	31
5	4
38	376
5	33
5	16
5	11
3	10
9	10
435	1258
120	495
8	24
31	122
124	356
12	90
9	25
9	0
3	7
16	227
40	43
3	0
11	88
6	42
17	21
10	18
43	38
8	20
9	0
3	0
16	232
19	34
12	0
29	113
43	122
31	23
4	25
21	47
5	9
27	62
4	0
24	19
6	0
3	48
16	0
8	40
12	4
33	60
11	33
7	6
24	27
29	238
95	379
5	3
4	12
17	5
6	0
11	7
20	158
33	53
5	0
4	4
121	385
4	19
28	99
15	10
9	18
13	15
3	0
8	141
49	134
42	525
81	133
3	15
13	43
28	202
9	13
7	20
8	92
14	39
10	90
6	50
20	13
3	0
9	17
3	0
5	17
4	21
6	8
5	0
3	0
8	6
7	7
14	27
3	18
13	20
5	25
9	0
5	9
4	6
19	48
5	29
18	24
81	436
8	10
13	36
12	22
10	45
30	57
22	103
3	14
6	0
10	7
24	117
8	6
4	0
7	35
6	0
11	43
3	7
14	78
23	411
33	245
34	74
12	21
30	115
5	7
50	218
3	0
15	112
8	20
13	7
3	0
19	49
15	24
33	40
3	0
10	3
5	0
5	34
44	126
4	3
8	16
7	0
55	282
13	11
9	54
9	28
7	22
15	88
4	0
6	0
6	14
13	93
3	6
26	71
4	70
12	48
5	17
7	34
6	0
3	0
8	29
66	99
6	0
4	0
3	0
3	0
10	3
5	0
29	25
4	0
3	0
23	115
18	6
6	0
19	78
4	0
35	56
9	0
52	145
145	484
3	0
5	0
89	280
6	0
3	0
6	0
30	54
3	0
5	0
25	7
46	148
47	1604
5	0
8	127
28	37
34	112
23	0
3	4
10	0
3	0
19	13
18	523
48	303
9	14
27	26
4	0
5	0
23	22
6	0
41	3
5	8
38	136
18	6
3	33
25	5
7	5
8	13
8	0
72	12
28	11
9	4
7	11
6	0
5	5
8	7
65	187
36	28
4	0
3	0
4	4
7	0
5	0
9	0
91	0
3	0
6	0
14	47
5	11
6	0
7	24
143	767
116	348
6	240
4	7
3	0
13	3
5	0
32	290
8	5
16	0
4	0
84	29
45	386
6	0
30	14
12	99
58	154
9	13
87	15
5	4
23	17
31	726
3	0
7	17
22	25
38	169
5	0
8	0
32	85
3	0
5	58
11	21
76	0
261	1036
8	26
17	9
11	36
181	877
8	44
32	282
8	3
7	3
7	14
35	253
31	24
48	44
3	0
6	50
19	146
12	40
96	359
3	0
3	0
48	0
9	396
3	0
3	12
8	15
3	4
3	14
3	86
3	0
3	22
9	21
6	0
151	295
5	10
31	41
25	38
12	12
61	87
8	0
10	0
30	39
3	3
57	84
11	0
